date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
12/09/2022,CUS46293331160,60,61534,USD,WEB PAGE,0.125
12/09/2022,CUS12579616536,36,24500,USD,WEB PAGE,0.099
12/09/2022,CUS43944901660,60,71700,USD,WEB PAGE,0.099
12/09/2022,CUS75675488748,48,20000,USD,WEB PAGE,0.135
12/09/2022,CUS69412675660,60,140000,USD,CONTACT CENTER,0.105
12/09/2022,CUS78709792160,60,64000,USD,WEB PAGE,0.145
12/09/2022,CUS68921964460,60,140000,USD,WEB PAGE,0.105
12/09/2022,CUS56027747060,60,88881.55,USD,WEB PAGE,0.13
12/09/2022,CUS21946867548,48,11500,USD,WEB PAGE,0.145
12/09/2022,CUS76871357824,24,15000,USD,WEB PAGE,0.1
12/09/2022,CUS59489981560,60,62329,USD,WEB PAGE,0.125
12/09/2022,CUS12492564624,24,4000,USD,WEB PAGE,0.13
12/09/2022,CUS79961990360,60,48221,USD,WEB PAGE,0.114
12/09/2022,CUS44563338060,60,18000,USD,WEB PAGE,0.099
12/09/2022,CUS21338383512,12,25000,USD,WEB PAGE,0.125
12/09/2022,CUS77660755424,24,4373,USD,WEB PAGE,0.145
12/09/2022,CUS19454641260,60,35611,USD,WEB PAGE,0.13
12/09/2022,CUS66072712824,24,32000,USD,WEB PAGE,0.14
12/09/2022,CUS54093708648,48,65000,USD,WEB PAGE,0.099
12/09/2022,CUS94928261360,60,30000,USD,WEB PAGE,0.125
12/09/2022,CUS80003772324,24,24000,USD,AGENCY,0.105
12/09/2022,CUS40150496524,24,16000,USD,WEB PAGE,0.105
12/09/2022,CUS38204467348,48,48800,USD,WEB PAGE,0.17
12/09/2022,CUS40906354360,60,20000,USD,AGENCY,0.089
12/09/2022,CUS94952151036,36,17300,USD,WEB PAGE,0.099
12/09/2022,CUS71278212660,60,70000,USD,WEB PAGE,0.099
12/09/2022,CUS63623124724,24,4000,USD,WEB PAGE,0.135
12/09/2022,CUS77915321660,60,34000,USD,WEB PAGE,0.125
12/09/2022,CUS50469528360,60,140000,USD,AGENCY,0.099
12/09/2022,CUS82243410736,36,22000,USD,WEB PAGE,0.099
12/09/2022,CUS29933677560,60,50000,USD,WEB PAGE,0.099
12/09/2022,CUS40713567836,36,40000,USD,AGENCY,0.125
12/09/2022,CUS67708809560,60,40000,USD,WEB PAGE,0.115
12/09/2022,CUS98089054024,24,7000,USD,WEB PAGE,0.125
12/09/2022,CUS42760904660,60,100000,USD,AGENCY,0.1
12/09/2022,CUS38257444548,48,40000,USD,WEB PAGE,0.115
12/09/2022,CUS90000675936,36,42000,USD,WEB PAGE,0.125
12/09/2022,CUS62322685712,12,10000,USD,MAIL OFFER,0.125
12/09/2022,CUS23143973160,60,30000,USD,WEB PAGE,0.135
12/09/2022,CUS55803924360,60,25000,USD,AGENCY,0.119
12/09/2022,CUS82190391312,12,4000,USD,WEB PAGE,0.155
12/09/2022,CUS27506134636,36,55000,USD,WEB PAGE,0.105
12/09/2022,CUS44791552460,60,17000,USD,AGENCY,0.099
12/09/2022,CUS54270076248,48,31400,USD,WEB PAGE,0.099
12/09/2022,CUS43934176460,60,65000,USD,WEB PAGE,0.135
12/09/2022,CUS80514694560,60,26302,USD,WEB PAGE,0.125
12/09/2022,CUS12610242236,36,15000,USD,WEB PAGE,0.105
12/09/2022,CUS49958229060,60,70000,USD,WEB PAGE,0.13
12/09/2022,CUS36340501536,36,37000,USD,WEB PAGE,0.099
12/09/2022,CUS17822570312,12,11000,USD,WEB PAGE,0.105
12/09/2022,CUS87594071060,60,30000,USD,WEB PAGE,0.13
12/09/2022,CUS95025092760,60,30000,USD,WEB PAGE,0.155
12/09/2022,CUS76665404424,24,10260,USD,WEB PAGE,0.135
12/09/2022,CUS70823961360,60,27000,USD,WEB PAGE,0.125
12/09/2022,CUS26952550924,24,10000,USD,WEB PAGE,0.109
12/09/2022,CUS14396713960,60,85700,USD,AGENCY,0.105
12/09/2022,CUS83361116612,12,6000,USD,WEB PAGE,0.105
12/09/2022,CUS95627951460,60,45000,USD,WEB PAGE,0.155
12/09/2022,CUS17850292848,48,60000,USD,WEB PAGE,0.1
12/09/2022,CUS81492497160,60,27650,USD,WEB PAGE,0.135
12/09/2022,CUS31234186148,48,9300,USD,WEB PAGE,0.105
12/09/2022,CUS34173427360,60,22000,USD,WEB PAGE,0.135
12/09/2022,CUS53151152036,36,20500,USD,WEB PAGE,0.135
12/09/2022,CUS82960938760,60,48800,USD,WEB PAGE,0.105
12/09/2022,CUS26085409760,60,35000,USD,WEB PAGE,0.105
12/09/2022,CUS77133033960,60,36000,USD,MAIL OFFER,0.089
12/09/2022,CUS66291430712,12,12500,USD,AGENCY,0.115
12/09/2022,CUS60496651960,60,36000,USD,WEB PAGE,0.14
12/09/2022,CUS71406139260,60,100000,USD,WEB PAGE,0.155
12/09/2022,CUS66739279160,60,41000,USD,WEB PAGE,0.155
12/09/2022,CUS82813213512,12,3000,USD,AGENCY,0.135
12/09/2022,CUS91926654724,24,10000,USD,WEB PAGE,0.099
12/09/2022,CUS17382163812,12,20000,USD,WEB PAGE,0.125
12/09/2022,CUS22921911360,60,35003.5,USD,WEB PAGE,0.105
12/09/2022,CUS68965421824,24,20000,USD,WEB PAGE,0.145
12/09/2022,CUS51391348336,36,20000,USD,WEB PAGE,0.099
12/09/2022,CUS22983785048,48,7500,USD,WEB PAGE,0.115
12/09/2022,CUS32280599624,24,12390,USD,AGENCY,0.1
12/09/2022,CUS96852519060,60,95902,USD,WEB PAGE,0.13
12/09/2022,CUS93183031736,36,44320,USD,WEB PAGE,0.099
12/09/2022,CUS13119360860,60,50000,USD,WEB PAGE,0.104
12/09/2022,CUS32236414136,36,28584,USD,WEB PAGE,0.099
12/09/2022,CUS23655871748,48,80000,USD,WEB PAGE,0.099
12/09/2022,CUS57086118060,60,62000,USD,AGENCY,0.099
12/09/2022,CUS66118241260,60,120000,USD,WEB PAGE,0.099
12/09/2022,CUS88929762048,48,34000,USD,WEB PAGE,0.14
12/09/2022,CUS53688464660,60,100070,USD,WEB PAGE,0.12
12/09/2022,CUS77612362848,48,16466,USD,WEB PAGE,0.13
12/09/2022,CUS95569084260,60,25000,USD,WEB PAGE,0.099
12/09/2022,CUS71390393160,60,100000,USD,WEB PAGE,0.099
12/09/2022,CUS84791489024,24,10000,USD,WEB PAGE,0.115
12/09/2022,CUS34090168512,12,6000,USD,WEB PAGE,0.12
12/09/2022,CUS25040375960,60,124900,USD,AGENCY,0.135
12/09/2022,CUS39359151560,60,50000,USD,WEB PAGE,0.099
12/09/2022,CUS97914276048,48,10000,USD,WEB PAGE,0.155
12/09/2022,CUS27392663848,48,18000,USD,AGENCY,0.145
12/09/2022,CUS92272265224,24,9325.97,USD,WEB PAGE,0.14
12/09/2022,CUS85459383860,60,15500,USD,WEB PAGE,0.115
12/09/2022,CUS72508700248,48,42000,USD,AGENCY,0.099
12/09/2022,CUS29612772836,36,9961.33,USD,WEB PAGE,0.099
12/09/2022,CUS29866301512,12,8000,USD,WEB PAGE,0.12
12/09/2022,CUS81706442160,60,79100,USD,AGENCY,0.125
12/09/2022,CUS91081527436,36,33030,USD,AGENCY,0.099
12/09/2022,CUS61613687848,48,15000,USD,AGENCY,0.099
12/09/2022,CUS51045526212,12,5000,USD,WEB PAGE,0.1
12/09/2022,CUS56335020024,24,12000,USD,AGENCY,0.099
12/09/2022,CUS74122370760,60,120000,USD,WEB PAGE,0.099
12/09/2022,CUS31644892824,24,12000,USD,WEB PAGE,0.12
12/09/2022,CUS48423002560,60,104000,USD,WEB PAGE,0.099
12/09/2022,CUS79690067860,60,52500,USD,WEB PAGE,0.105
12/09/2022,CUS30991141312,12,10003.5,USD,CONTACT CENTER,0.14
12/09/2022,CUS30018013860,60,34000,USD,WEB PAGE,0.12
12/09/2022,CUS83940517760,60,65000,USD,AGENCY,0.105
12/09/2022,CUS19222368512,12,7800,USD,WEB PAGE,0.125
12/09/2022,CUS98379094460,60,93000,USD,WEB PAGE,0.105
12/09/2022,CUS85457390960,60,22200,USD,WEB PAGE,0.13
12/09/2022,CUS62761301560,60,60000,USD,AGENCY,0.12
12/09/2022,CUS29563190812,12,9500,USD,WEB PAGE,0.11
12/09/2022,CUS39422720424,24,13000,USD,WEB PAGE,0.115
12/09/2022,CUS81176607424,24,32000,USD,WEB PAGE,0.115
12/09/2022,CUS92231672848,48,24900,USD,WEB PAGE,0.105
12/09/2022,CUS95972427136,36,40000,USD,WEB PAGE,0.14
12/09/2022,CUS39153198148,48,9241,USD,WEB PAGE,0.145
12/09/2022,CUS66129563160,60,36590,USD,WEB PAGE,0.125
12/09/2022,CUS72698167960,60,11627.92,USD,WEB PAGE,0.13
12/09/2022,CUS39274062412,12,4000,USD,WEB PAGE,0.13
12/09/2022,CUS78992685360,60,46000,USD,AGENCY,0.12
12/09/2022,CUS94331062860,60,30000,USD,WEB PAGE,0.099
12/09/2022,CUS14804774912,12,3000,USD,WEB PAGE,0.14
12/09/2022,CUS33446862560,60,60000,USD,WEB PAGE,0.135
12/09/2022,CUS77088585112,12,4000,USD,WEB PAGE,0.145
12/09/2022,CUS25610033112,12,13500,USD,WEB PAGE,0.125
12/09/2022,CUS44503337960,60,31500,USD,WEB PAGE,0.099
12/09/2022,CUS63065939660,60,57018.33,USD,WEB PAGE,0.13
12/09/2022,CUS79605260348,48,12500,USD,WEB PAGE,0.135
12/09/2022,CUS15967054636,36,5500,USD,WEB PAGE,0.105
12/09/2022,CUS44046821824,24,13500,USD,WEB PAGE,0.1
12/09/2022,CUS85603302860,60,55400,USD,WEB PAGE,0.105
12/09/2022,CUS45190032260,60,32000,USD,WEB PAGE,0.145
12/09/2022,CUS26479166160,60,22200,USD,CONTACT CENTER,0.125
12/09/2022,CUS69620183648,48,31080,USD,WEB PAGE,0.13
12/09/2022,CUS40285633936,36,17600,EUR,WEB PAGE,0.155
12/09/2022,CUS92213556124,24,15000,USD,WEB PAGE,0.099
12/09/2022,CUS80220204060,60,20000,USD,WEB PAGE,0.125
12/09/2022,CUS32259040248,48,33000,USD,AGENCY,0.099
12/09/2022,CUS71458268860,60,52000,USD,WEB PAGE,0.105
12/09/2022,CUS85054325624,24,5500,USD,WEB PAGE,0.14
12/09/2022,CUS38786535860,60,70000,USD,AGENCY,0.135
12/09/2022,CUS72429124460,60,70000,USD,AGENCY,0.135
12/09/2022,CUS50926217460,60,14100,USD,WEB PAGE,0.115
12/09/2022,CUS22918794648,48,25000,USD,WEB PAGE,0.145
12/09/2022,CUS85118723660,60,109600,USD,AGENCY,0.145
12/09/2022,CUS84561320812,12,8000,USD,WEB PAGE,0.13
12/09/2022,CUS37521458024,24,4599,USD,WEB PAGE,0.39
12/09/2022,CUS14926539036,36,15000,USD,AGENCY,0.35
12/09/2022,CUS96604293848,48,5000,USD,WEB PAGE,0.395
12/09/2022,CUS87564400836,36,6100,USD,WEB PAGE,0.395
12/09/2022,CUS68533727536,36,5500,USD,WEB PAGE,0.395
12/09/2022,CUS86700260036,36,20700,USD,WEB PAGE,0.395
12/09/2022,CUS43015794848,48,4000,USD,WEB PAGE,0.395
12/09/2022,CUS90550837960,60,28375,USD,WEB PAGE,0.35
12/09/2022,CUS96602260148,48,10100,USD,WEB PAGE,0.35
12/09/2022,CUS14883314148,48,6500,USD,WEB PAGE,0.395
12/09/2022,CUS87973673912,12,10000,USD,WEB PAGE,0.4
12/09/2022,CUS82007225236,36,6100,USD,WEB PAGE,0.35
12/09/2022,CUS32322456548,48,11500,USD,WEB PAGE,0.395
12/09/2022,CUS35586767224,24,6000,USD,WEB PAGE,0.395
12/09/2022,CUS45447173536,36,2000,USD,WEB PAGE,0.4
12/09/2022,CUS54662448148,48,6153,USD,WEB PAGE,0.24
12/09/2022,CUS31648451636,36,5000,USD,WEB PAGE,0.395
12/09/2022,CUS92831687212,12,3800,USD,WEB PAGE,0.35
12/09/2022,CUS69173945824,24,4000,USD,WEB PAGE,0.395
12/09/2022,CUS57879416048,48,9300,USD,WEB PAGE,0.4
12/09/2022,CUS50023006236,36,35000,USD,WEB PAGE,0.39
12/09/2022,CUS44126467612,12,5000,USD,WEB PAGE,0.395
12/09/2022,CUS85313491448,48,30000,USD,WEB PAGE,0.395
12/09/2022,CUS34282260948,48,11200,USD,WEB PAGE,0.35
12/09/2022,CUS71915875648,48,5000,USD,WEB PAGE,0.4
12/09/2022,CUS21479928724,24,6000,USD,WEB PAGE,0.395
12/09/2022,CUS69408524636,36,9200,USD,WEB PAGE,0.35
12/09/2022,CUS60935145748,48,10000,USD,WEB PAGE,0.395
12/09/2022,CUS56637129436,36,1999.5,USD,AGENCY,0.395
12/09/2022,CUS23891333724,24,8000,USD,WEB PAGE,0.395
12/09/2022,CUS22741250936,36,22000,USD,AGENCY,0.395
12/09/2022,CUS24313317424,24,3800,USD,AGENCY,0.395
12/09/2022,CUS52934974524,24,3800,USD,WEB PAGE,0.395
12/09/2022,CUS28234343448,48,3500,USD,WEB PAGE,0.395
12/09/2022,CUS90878875836,36,3000,USD,WEB PAGE,0.315
12/09/2022,CUS47386845736,36,5570,USD,WEB PAGE,0.395
12/09/2022,CUS35324364448,48,29300,USD,WEB PAGE,0.39
12/09/2022,CUS24693032748,48,15700,USD,WEB PAGE,0.35
12/09/2022,CUS40572981724,24,5000,USD,WEB PAGE,0.395
12/09/2022,CUS88338032024,24,2500,USD,WEB PAGE,0.295
12/09/2022,CUS12810890836,36,16821.85,USD,WEB PAGE,0.35
12/09/2022,CUS46415211224,24,5000,USD,WEB PAGE,0.4
12/09/2022,CUS49220962824,24,5500,USD,WEB PAGE,0.395
12/09/2022,CUS45525650336,36,16000,USD,WEB PAGE,0.35
12/09/2022,CUS59314708248,48,10000,USD,WEB PAGE,0.395
12/09/2022,CUS68058050736,36,15000,USD,WEB PAGE,0.395
12/09/2022,CUS74079858248,48,14230,USD,WEB PAGE,0.225
12/09/2022,CUS74004408524,24,5600.91,USD,WEB PAGE,0.395
12/09/2022,CUS12908438636,36,23400,USD,WEB PAGE,0.4
12/09/2022,CUS27057715336,36,17600,USD,AGENCY,0.35
12/09/2022,CUS42232316448,48,20000,USD,WEB PAGE,0.395
12/09/2022,CUS45308273212,12,3000,USD,WEB PAGE,0.395
12/09/2022,CUS36872667936,36,9000,USD,WEB PAGE,0.395
12/09/2022,CUS43263698136,36,46000,USD,WEB PAGE,0.345
12/09/2022,CUS37573487336,36,17950,USD,WEB PAGE,0.35
12/09/2022,CUS99656819412,12,4200,USD,WEB PAGE,0.4
12/09/2022,CUS94999082712,12,4000,USD,WEB PAGE,0.395
12/09/2022,CUS41720688924,24,2200,USD,WEB PAGE,0.315
12/09/2022,CUS26467261048,48,45506.95,USD,WEB PAGE,0.395
12/09/2022,CUS85856139748,48,5000,USD,WEB PAGE,0.395
12/09/2022,CUS81094895936,36,46000,USD,WEB PAGE,0.3
12/09/2022,CUS16024121836,36,6500,USD,WEB PAGE,0.285
12/09/2022,CUS49685484724,24,3000,USD,AGENCY,0.35
12/09/2022,CUS12468655512,12,1900,USD,WEB PAGE,0.275
12/09/2022,CUS26671669536,36,10000,USD,WEB PAGE,0.395
12/09/2022,CUS72868487148,48,11800,USD,WEB PAGE,0.35
12/09/2022,CUS18291046436,36,4500,USD,WEB PAGE,0.395
12/09/2022,CUS87372910624,24,5000,USD,WEB PAGE,0.35
12/09/2022,CUS83204222336,36,11700,USD,WEB PAGE,0.395
12/09/2022,CUS47076120036,36,9870,USD,AGENCY,0.395
12/09/2022,CUS59154379536,36,9500,USD,WEB PAGE,0.35
12/09/2022,CUS58977840736,36,3000,USD,AGENCY,0.35
12/09/2022,CUS42049748836,36,10000,USD,WEB PAGE,0.35
12/09/2022,CUS17557969236,36,4000,USD,WEB PAGE,0.35
12/09/2022,CUS99800052736,36,20800,USD,WEB PAGE,0.4
12/09/2022,CUS59120390036,36,35370,USD,WEB PAGE,0.395
12/09/2022,CUS40496354324,24,5000,USD,WEB PAGE,0.35
12/09/2022,CUS28953816136,36,6000,USD,WEB PAGE,0.35
12/09/2022,CUS77774015448,48,5000,USD,WEB PAGE,0.35
12/09/2022,CUS34636353424,24,5000,USD,WEB PAGE,0.315
12/09/2022,CUS80461323436,36,16900,USD,WEB PAGE,0.35
12/09/2022,CUS12784998436,36,6000,USD,WEB PAGE,0.35
12/09/2022,CUS49223859336,36,2271,USD,WEB PAGE,0.309
12/09/2022,CUS80947066024,24,10900,USD,AGENCY,0.35
12/09/2022,CUS34133151324,24,9000,USD,WEB PAGE,0.4
12/09/2022,CUS36242011648,48,7000,USD,WEB PAGE,0.395
12/09/2022,CUS54605441160,60,8300,USD,WEB PAGE,0.4
12/09/2022,CUS99882972048,48,6145.91,USD,WEB PAGE,0.395
12/09/2022,CUS70529543536,36,5300,USD,WEB PAGE,0.4
12/09/2022,CUS41043266636,36,5000,USD,AGENCY,0.395
12/09/2022,CUS11494701848,48,7250,USD,WEB PAGE,0.395
12/09/2022,CUS77399419024,24,15000,USD,WEB PAGE,0.395
12/09/2022,CUS28960894036,36,7700,USD,WEB PAGE,0.35
12/09/2022,CUS41073943424,24,6778.69,USD,WEB PAGE,0.39
12/09/2022,CUS51953156936,36,7900,USD,AGENCY,0.395
12/09/2022,CUS23846622524,24,7000,USD,WEB PAGE,0.4
12/09/2022,CUS48489364548,48,26700,USD,WEB PAGE,0.35
12/09/2022,CUS98752152336,36,12800,USD,WEB PAGE,0.35
12/09/2022,CUS43431188148,48,7300,USD,WEB PAGE,0.35
12/09/2022,CUS47257551036,36,8100,USD,WEB PAGE,0.35
12/09/2022,CUS50210640548,48,6550,USD,WEB PAGE,0.225
12/09/2022,CUS17739691160,60,39800,USD,WEB PAGE,0.089
12/09/2022,CUS71437279236,36,16869.87,USD,AGENCY,0.4
12/09/2022,CUS35417411536,36,20000,USD,WEB PAGE,0.35
12/09/2022,CUS97785209148,48,4500,USD,WEB PAGE,0.35
12/09/2022,CUS42673445936,36,8000,USD,WEB PAGE,0.35
12/09/2022,CUS70239162948,48,43200,USD,AGENCY,0.395
12/09/2022,CUS66141308236,36,3000,USD,WEB PAGE,0.395
12/09/2022,CUS94111325536,36,11300,USD,AGENCY,0.395
12/09/2022,CUS86015471436,36,11200,USD,WEB PAGE,0.395
12/09/2022,CUS76785312648,48,5300,USD,WEB PAGE,0.395
12/09/2022,CUS25535182836,36,24000,USD,WEB PAGE,0.35
12/09/2022,CUS76064415624,24,5500,USD,WEB PAGE,0.395
12/09/2022,CUS60217443524,24,5000,USD,WEB PAGE,0.395
12/09/2022,CUS98625763436,36,4400,USD,WEB PAGE,0.395
12/09/2022,CUS41286949148,48,10000,USD,WEB PAGE,0.35
12/09/2022,CUS15128422948,48,22800,USD,WEB PAGE,0.4
12/09/2022,CUS73171272148,48,60000,USD,WEB PAGE,0.39
12/09/2022,CUS61506127448,48,5600,USD,WEB PAGE,0.105
12/09/2022,CUS67378603148,48,10700,USD,WEB PAGE,0.395
12/09/2022,CUS73733254524,24,8500,USD,AGENCY,0.395
12/09/2022,CUS24520925024,24,7000,USD,WEB PAGE,0.4
12/09/2022,CUS59425789124,24,4000,USD,WEB PAGE,0.309
12/09/2022,CUS48297219612,12,3000,USD,WEB PAGE,0.395
12/09/2022,CUS78794528036,36,5600,USD,WEB PAGE,0.35
12/09/2022,CUS66535949812,12,3000,USD,AGENCY,0.35
12/09/2022,CUS65237114836,36,8202,USD,AGENCY,0.395
12/09/2022,CUS76979933248,48,8000,USD,WEB PAGE,0.35
12/09/2022,CUS42221490424,24,3400,USD,WEB PAGE,0.385
12/09/2022,CUS74865444636,36,5800,USD,AGENCY,0.35
12/09/2022,CUS63275865224,24,5000,USD,WEB PAGE,0.35
12/09/2022,CUS13855935936,36,3500,USD,AGENCY,0.35
12/09/2022,CUS20094806824,24,5100,USD,WEB PAGE,0.38
12/09/2022,CUS94223896836,36,3800,USD,WEB PAGE,0.35
12/09/2022,CUS54941464836,36,14000,USD,WEB PAGE,0.395
12/09/2022,CUS62821255312,12,20000,USD,WEB PAGE,0.29
12/09/2022,CUS26700759424,24,7000,USD,AGENCY,0.285
12/09/2022,CUS34476555924,24,7000,USD,WEB PAGE,0.285
12/09/2022,CUS26658410248,48,51100,USD,WEB PAGE,0.4
12/09/2022,CUS26896588336,36,10000,USD,WEB PAGE,0.4
12/09/2022,CUS30558278424,24,30600,USD,AGENCY,0.365
12/09/2022,CUS34806030636,36,11654.26,USD,WEB PAGE,0.395
12/09/2022,CUS97240683836,36,6200,USD,AGENCY,0.395
12/09/2022,CUS65831507636,36,21300,USD,WEB PAGE,0.35
12/09/2022,CUS27200109236,36,5000,USD,WEB PAGE,0.35
12/09/2022,CUS71061572548,48,29500,USD,AGENCY,0.35
12/09/2022,CUS98101912336,36,16000,USD,WEB PAGE,0.35
12/09/2022,CUS91504787224,24,5000,USD,WEB PAGE,0.395
12/09/2022,CUS38409854548,48,4000,USD,WEB PAGE,0.4
12/09/2022,CUS90399567124,24,2927,USD,WEB PAGE,0.4
12/09/2022,CUS40943151136,36,25000,USD,WEB PAGE,0.395
12/09/2022,CUS23466786336,36,20936.04,USD,WEB PAGE,0.35
12/09/2022,CUS54769949148,48,25000,USD,WEB PAGE,0.4
12/09/2022,CUS93699825024,24,2400,USD,WEB PAGE,0.285
12/09/2022,CUS26233376636,36,3666,USD,WEB PAGE,0.275
12/09/2022,CUS93756152724,24,5000,USD,AGENCY,0.395
12/09/2022,CUS71014434136,36,21600,USD,AGENCY,0.4
12/09/2022,CUS28439929436,36,7100,USD,WEB PAGE,0.35
12/09/2022,CUS40228350648,48,17300,USD,WEB PAGE,0.35
12/09/2022,CUS35709432336,36,10000,USD,WEB PAGE,0.395
12/09/2022,CUS75710860748,48,10000,USD,WEB PAGE,0.395
12/09/2022,CUS89538058536,36,10000,USD,WEB PAGE,0.39
12/09/2022,CUS36124474336,36,3546,USD,WEB PAGE,0.35
12/09/2022,CUS27207552636,36,8000,USD,AGENCY,0.35
12/09/2022,CUS87377053436,36,15142.7,USD,AGENCY,0.35
12/09/2022,CUS60014454312,12,9000,USD,AGENCY,0.4
12/09/2022,CUS68192089848,48,17389,USD,WEB PAGE,0.205
12/09/2022,CUS91443293324,24,3500,USD,WEB PAGE,0.35
12/09/2022,CUS29078122424,24,20000,USD,AGENCY,0.169
12/09/2022,CUS13388946136,36,10000,USD,WEB PAGE,0.395
12/09/2022,CUS78990165224,24,3000,USD,WEB PAGE,0.395
12/09/2022,CUS32371517148,48,12185.29,USD,WEB PAGE,0.395
12/09/2022,CUS57982778848,48,6950,USD,WEB PAGE,0.395
12/09/2022,CUS61821138124,24,7121.2,USD,WEB PAGE,0.315
12/09/2022,CUS91813856724,24,12000,USD,WEB PAGE,0.35
12/09/2022,CUS21163769648,48,8100,USD,WEB PAGE,0.395
12/09/2022,CUS51665143248,48,19020,USD,WEB PAGE,0.24
12/09/2022,CUS92844750348,48,5800,USD,WEB PAGE,0.105
12/09/2022,CUS43069516024,24,9810,USD,WEB PAGE,0.395
12/09/2022,CUS74404745036,36,13200,USD,WEB PAGE,0.275
12/09/2022,CUS64354123924,24,5144.25,USD,WEB PAGE,0.395
12/09/2022,CUS84723158248,48,19500,USD,WEB PAGE,0.35
12/09/2022,CUS18170086648,48,6800,USD,WEB PAGE,0.4
12/09/2022,CUS72033280136,36,14582.6,USD,WEB PAGE,0.395
12/09/2022,CUS45989708212,12,1200,USD,WEB PAGE,0.35
12/09/2022,CUS48701581612,12,3000,USD,WEB PAGE,0.35
12/09/2022,CUS13548319236,36,13390,USD,WEB PAGE,0.35
12/09/2022,CUS51673048436,36,6810.4,USD,WEB PAGE,0.35
12/09/2022,CUS97824819812,12,4000,USD,WEB PAGE,0.105
12/09/2022,CUS12173945548,48,8200,USD,WEB PAGE,0.4
12/09/2022,CUS24502864336,36,21000,USD,AGENCY,0.4
12/09/2022,CUS46157447836,36,7000,USD,AGENCY,0.395
12/09/2022,CUS40925335924,24,7000,USD,WEB PAGE,0.35
12/09/2022,CUS40394240460,60,8800,USD,WEB PAGE,0.4
12/09/2022,CUS15516748136,36,4000,USD,WEB PAGE,0.395
12/09/2022,CUS25761573924,24,3000,USD,WEB PAGE,0.35
12/09/2022,CUS14864482948,48,9495,USD,WEB PAGE,0.35
12/09/2022,CUS39313454824,24,17000,USD,AGENCY,0.315
12/09/2022,CUS33330352736,36,7000,USD,WEB PAGE,0.28
12/09/2022,CUS48423805160,60,50000,USD,WEB PAGE,0.15
12/09/2022,CUS13187491724,24,4000,USD,WEB PAGE,0.35
12/09/2022,CUS69140614924,24,3600,USD,WEB PAGE,0.189
12/09/2022,CUS83067348148,48,10200,USD,WEB PAGE,0.4
12/09/2022,CUS80370761648,48,4700,USD,WEB PAGE,0.395
12/09/2022,CUS19973652036,36,12600,USD,WEB PAGE,0.395
12/09/2022,CUS84699936624,24,2000,USD,WEB PAGE,0.35
12/09/2022,CUS37735244624,24,9620,USD,WEB PAGE,0.27
12/09/2022,CUS67024937048,48,10313.15,USD,AGENCY,0.4
12/09/2022,CUS92312360148,48,7500,USD,WEB PAGE,0.395
12/09/2022,CUS70131375324,24,12588,USD,WEB PAGE,0.105
12/09/2022,CUS52198885260,60,30000,USD,WEB PAGE,0.105
12/09/2022,CUS99735899924,24,12000,USD,WEB PAGE,0.199
12/09/2022,CUS74470894424,24,6630,USD,AGENCY,0.105
12/09/2022,CUS36509862336,36,9790,USD,WEB PAGE,0.35
12/09/2022,CUS47016666624,24,4000,USD,WEB PAGE,0.35
12/09/2022,CUS45524630460,60,5000,USD,WEB PAGE,0.4
12/09/2022,CUS60523439236,36,22000,USD,AGENCY,0.395
12/09/2022,CUS80584967536,36,6910.44,USD,WEB PAGE,0.395
12/09/2022,CUS24925219924,24,7700,USD,WEB PAGE,0.395
12/09/2022,CUS46191432012,12,3500,USD,WEB PAGE,0.35
12/09/2022,CUS35902974724,24,2100,USD,WEB PAGE,0.349
12/09/2022,CUS48897345448,48,5000,USD,WEB PAGE,0.395
12/09/2022,CUS12516413248,48,9000,USD,WEB PAGE,0.35
12/09/2022,CUS17836110648,48,14500,USD,WEB PAGE,0.35
12/09/2022,CUS73709007660,60,75100,USD,WEB PAGE,0.39
12/09/2022,CUS75190623624,24,9000,USD,WEB PAGE,0.259
12/09/2022,CUS26517498424,24,13400,USD,WEB PAGE,0.34
12/09/2022,CUS82932595236,36,10000,USD,WEB PAGE,0.395
12/09/2022,CUS89533475212,12,3000,USD,WEB PAGE,0.35
12/09/2022,CUS81056415024,24,8000,USD,WEB PAGE,0.35
12/09/2022,CUS38127507024,24,3270.44,USD,WEB PAGE,0.395
12/09/2022,CUS25843607536,36,6475,USD,AGENCY,0.395
12/09/2022,CUS13087544948,48,17700,USD,AGENCY,0.17
12/09/2022,CUS24985024436,36,3300,USD,WEB PAGE,0.35
12/09/2022,CUS65516937148,48,11000,USD,WEB PAGE,0.35
12/09/2022,CUS16203153136,36,27500,USD,WEB PAGE,0.35
12/09/2022,CUS38641599924,24,2000,USD,WEB PAGE,0.67
12/09/2022,CUS14918596024,24,3000,USD,WEB PAGE,0.4
12/09/2022,CUS93943160048,48,7000,USD,WEB PAGE,0.105
12/09/2022,CUS84596397336,36,5000,USD,WEB PAGE,0.28
12/09/2022,CUS96001795824,24,50000,USD,AGENCY,0.159
12/09/2022,CUS64657127048,48,11000,USD,WEB PAGE,0.395
12/09/2022,CUS77613614624,24,3000,USD,WEB PAGE,0.395
12/09/2022,CUS62860323536,36,5430.29,USD,WEB PAGE,0.35
12/09/2022,CUS27596004524,24,1920,USD,WEB PAGE,0.35
12/09/2022,CUS22409908460,60,9000,USD,WEB PAGE,0.395
12/09/2022,CUS69958319648,48,4000,USD,WEB PAGE,0.395
